eFUA_ID,GC_POP_TOT_2025,GH_BUS_TOT_2020,GH_POP_TOT_2020,SC_SEC_GDP_2020,HZ_CON_TOT_2020,SC_SEC_SET_2020,SC_SEC_SYT_2020,EM_CO2_PEC_2020,EM_GHG_PEC_2020,EM_NOX_PEC_2020,EM_PM2_PEC_2020,EX_010_SHP_2020,EX_100_SHP_2020,EX_CF2_SHP_2020,EX_CF1_SHP_2020,IN_CIS_ALL_2020,GR_SHB_GRN_2020,HL_SHP_HOS_2025,IN_ROA_DEN_2024,total_area_km2,total_population,total_buildup_m2,total_gdp_ppp,n_urban_centers,area_distortion,pop_distortion,gdp_per_capita,buildup_per_capita,population_density,geom
2162,3049847.5693,103024958,2919064.64394,247265638.48000002,1844,37.2695563421242,26.364704946254296,0.8130875432013975,2.4402979050292624,0.0054890193238907,0.0082528849303413,0.001992821,0.001992821,0,0,0.118977232,0.17866888500000003,32.81876762,0.031730786999999996,495,2919064.64394,103024958,247265638.48000002,3,0.3483462350457424,0.8424872840551575,84.70714719981461,35.293825442982424,5897.100290787878,"list(list(c(-8899000, -8898000, -8898000, -8896000, -8896000, -8897000, -8897000, -8898000, -8898000, -8900000, -8900000, -8901000, -8901000, -8902000, -8902000, -8899000, -8899000, 1813000, 1813000, 1812000, 1812000, 1811000, 1811000, 1809000, 1809000, 1810000, 1810000, 1811000, 1811000, 1812000, 1812000, 1814000, 1814000, 1813000)))"
2162,3049847.5693,103024958,2919064.64394,247265638.48000002,1844,37.2695563421242,26.364704946254296,0.8130875432013975,2.4402979050292624,0.0054890193238907,0.0082528849303413,0.001992821,0.001992821,0,0,0.118977232,0.17866888500000003,32.81876762,0.031730786999999996,495,2919064.64394,103024958,247265638.48000002,3,0.3483462350457424,0.8424872840551575,84.70714719981461,35.293825442982424,5897.100290787878,"list(list(c(-8879000, -8878000, -8878000, -8881000, -8881000, -8880000, -8880000, -8879000, -8879000, 1816000, 1816000, 1813000, 1813000, 1815000, 1815000, 1817000, 1817000, 1816000)))"
2164,448227.5027,11484798,439626.788,60962677.82,13,13.778,9.581,0.0922307706872038,0.161908459272504,4.380840150873e-4,3.751947954954e-4,0,0,0,0,0.028361669000000003,0.05587386,16.68260878,0.011811098,69,439626.788,11484798,60962677.82,1,0.2863070539419087,1.0477233604874443,138.66916094294055,26.123972227097315,6371.402724637681,"list(list(c(9923000, 9924000, 9924000, 9927000, 9927000, 9926000, 9926000, 9925000, 9925000, 9923000, 9923000, 9922000, 9922000, 9918000, 9918000, 9917000, 9917000, 9916000, 9916000, 9917000, 9917000, 9918000, 9918000, 9919000, 9919000, 9920000, 9920000, 9921000, 9921000, 9923000, 9923000, 373000, 373000, 372000, 372000, 370000, 370000, 369000, 369000, 366000, 366000, 365000, 365000, 362000, 362000, 363000, 363000, 365000, 365000, 366000, 366000, 367000, 367000, 368000, 368000, 369000, 369000, 370000, 
370000, 376000, 376000, 373000)))"
2165,231311.6053,6798278,236836.5383,25923721.62,2,8.49254206177456,5.3786899173133,0.303332127725834,0.708123350040537,0.0020110400806597,0.0018813049885216,16.08772046,54.46302277,1.430462784,1.587292218,0.027429376999999998,0.049850859,45.27575219,0.010846379,41,236836.5383,6798278,25923721.62,1,0.35964912280701755,0.7605665279537368,109.45828631882179,28.70451514279712,5776.500934146341,"list(list(c(6672000, 6673000, 6673000, 6674000, 6674000, 6673000, 6673000, 6672000, 6672000, 6670000, 6670000, 6669000, 6669000, 6668000, 6668000, 6667000, 6667000, 6666000, 6666000, 6672000, 6672000, 2653000, 2653000, 2652000, 2652000, 2651000, 2651000, 2648000, 2648000, 2647000, 2647000, 2648000, 2648000, 2649000, 2649000, 2650000, 2650000, 2648000, 2648000, 2654000, 2654000, 2653000)))"
2166,122177.7757,3139839,123715.5218,34903169.77,64,13.336,8.153,0.359670232528575,0.399923642337981,9.389443689837e-4,3.91254478465934e-5,0,0,0,0,0.021891202,0.042804743000000006,86.95272509,0.02382105,15,123715.5218,3139839,34903169.77,1,0.5769230769230769,0.8533843789232987,282.1244194922031,25.379507391771757,8247.701453333333,"list(list(c(4074000, 4076000, 4076000, 4075000, 4075000, 4072000, 4072000, 4071000, 4071000, 4072000, 4072000, 4074000, 4074000, 4284000, 4284000, 4282000, 4282000, 4281000, 4281000, 4282000, 4282000, 4284000, 4284000, 4285000, 4285000, 4284000)))"
2167,99758.15382,5961340,91290.68575,16853593.44,102,12.056,8.244,0.258342259420808,0.457583077610959,9.900589538292e-4,5.5832633429418594e-5,0.01210239,0.018051493,0,0,0.055837966,0.04604669399999999,20.12325251,0.016392202,28,91290.68575,5961340,16853593.44,1,0.36363636363636365,1.0109762534326392,184.61460007161793,65.30063774879685,3260.381633928572,"list(list(c(3876000, 3877000, 3877000, 3878000, 3878000, 3879000, 3879000, 3880000, 3880000, 3881000, 3881000, 3882000, 3882000, 3881000, 3881000, 3880000, 3880000, 3879000, 3879000, 3878000, 3878000, 3877000, 3877000, 3878000, 3878000, 3877000, 3877000, 3876000, 3876000, 3875000, 3875000, 3876000, 3876000, 4185000, 4185000, 4184000, 4184000, 4183000, 4183000, 4180000, 4180000, 4178000, 4178000, 4176000, 4176000, 4175000, 4175000, 4174000, 4174000, 4175000, 4175000, 4176000, 4176000, 4177000, 4177000, 
4178000, 4178000, 4181000, 4181000, 4182000, 4182000, 4183000, 4183000, 4187000, 4187000, 4185000)))"
2168,87708.69059,5094660,88160.80433,80335452.12,52,12.682390958195999,8.71643344997555,4.71877797263141,4.84887183594959,0.0056878376414536,7.636368928645002e-4,2.057071433,4.939166688,0,0,0.073511545,0.046205242,54.48696394000001,0.013701766,27,88160.80433,5094660,80335452.12,1,0.11440677966101695,0.5412661870659065,911.2377402920639,57.7882658707363,3265.2149751851853,"list(list(c(804000, 806000, 806000, 805000, 805000, 804000, 804000, 803000, 803000, 802000, 802000, 803000, 803000, 801000, 801000, 800000, 800000, 799000, 799000, 802000, 802000, 804000, 804000, 5245000, 5245000, 5243000, 5243000, 5242000, 5242000, 5241000, 5241000, 5242000, 5242000, 5241000, 5241000, 5240000, 5240000, 5241000, 5241000, 5242000, 5242000, 5245000, 5245000, 5246000, 5246000, 5245000)))"
2169,106205.1141,9143814,112961.8772,77267727.93,11,15.137,13.292,0.785885654585244,0.923376376556886,0.0017164322239503,1.8677190143219998e-4,2.81446526,6.398907391,0,0,0.070580144,0.036330573,20.51240714,0.018411533,36,112961.8772,9143814,77267727.93,1,0.140625,0.7413163566532966,684.0159693273936,80.94601671509757,3137.829922222222,"list(list(c(11741000, 11742000, 11742000, 11743000, 11743000, 11744000, 11744000, 11746000, 11746000, 11747000, 11747000, 11742000, 11742000, 11741000, 11741000, 11738000, 11738000, 11737000, 11737000, 11740000, 11740000, 11741000, 11741000, 4279000, 4279000, 4278000, 4278000, 4277000, 4277000, 4276000, 4276000, 4275000, 4275000, 4273000, 4273000, 4274000, 4274000, 4276000, 4276000, 4279000, 4279000, 4280000, 4280000, 4281000, 4281000, 4279000)))"
2170,69929.62458,7411130,65187.76404,10569503.63,9,15.1168815908084,12.1231222909919,1.32430022784352,1.65086711492306,0.0026041809346894,0.0013149113178111,0.198441528,0.23549411400000003,0,0,0.021173292,0.033085373,21.44796728,0.010059261,25,65187.76404,7411130,10569503.63,1,0.5434782608695652,0.7610731537041331,162.1393797694062,113.68897383031026,2607.5105616,"list(list(c(5796000, 5797000, 5797000, 5798000, 5798000, 5796000, 5796000, 5793000, 5793000, 5792000, 5792000, 5791000, 5791000, 5790000, 5790000, 5794000, 5794000, 5796000, 5796000, 4954000, 4954000, 4953000, 4953000, 4951000, 4951000, 4950000, 4950000, 4951000, 4951000, 4952000, 4952000, 4953000, 4953000, 4954000, 4954000, 4955000, 4955000, 4954000)))"
2171,6852725.1626,130382138,5812555.48564,161732263.24,241,43.424125338569496,30.124705960924214,0.5596314760725258,2.062385912918713,0.0052369416102952,0.009212155340681101,0.001354301,0.001354301,0,0,0.515946582,0.24110683399999996,125.5300197,0.042861307999999994,659,5812555.48564,130382138,161732263.24,4,0.7671711292200233,1.233435095882065,27.82463989196522,22.43112144427884,8820.266290804248,"list(list(c(3704000, 3706000, 3706000, 3707000, 3707000, 3709000, 3709000, 3710000, 3710000, 3711000, 3711000, 3710000, 3710000, 3709000, 3709000, 3705000, 3705000, 3704000, 3704000, 3705000, 3705000, 3706000, 3706000, 3705000, 3705000, 3706000, 3706000, 3708000, 3708000, 3709000, 3709000, 3710000, 3710000, 3713000, 3713000, 3712000, 3712000, 3711000, 3711000, 3707000, 3707000, 3704000, 3704000, 3701000, 3701000, 3700000, 3700000, 3699000, 3699000, 3700000, 3700000, 3699000, 3699000, 3697000, 3697000, 
3696000, 3696000, 3694000, 3694000, 3685000, 3685000, 3684000, 3684000, 3680000, 3680000, 3678000, 3678000, 3676000, 3676000, 3675000, 3675000, 3674000, 3674000, 3673000, 3673000, 3672000, 3672000, 3671000, 3671000, 3672000, 3672000, 3673000, 3673000, 3674000, 3674000, 3677000, 3677000, 3678000, 3678000, 3679000, 3679000, 3683000, 3683000, 3684000, 3684000, 3688000, 3688000, 3689000, 3689000, 3691000, 3691000, 3694000, 3694000, 3695000, 3695000, 3696000, 3696000, 3697000, 3697000, 3698000, 3698000, 
3699000, 3699000, 3700000, 3700000, 3702000, 3702000, 3703000, 3703000, 3702000, 3702000, 3704000, 3704000, -138000, -138000, -139000, -139000, -140000, -140000, -141000, -141000, -142000, -142000, -143000, -143000, -144000, -144000, -145000, -145000, -146000, -146000, -148000, -148000, -149000, -149000, -152000, -152000, -154000, -154000, -155000, -155000, -156000, -156000, -157000, -157000, -158000, -158000, -159000, -159000, -160000, -160000, -159000, -159000, -160000, -160000, -159000, -159000, 
-160000, -160000, -163000, -163000, -165000, -165000, -166000, -166000, -168000, -168000, -167000, -167000, -166000, -166000, -165000, -165000, -163000, -163000, -162000, -162000, -161000, -161000, -160000, -160000, -159000, -159000, -158000, -158000, -155000, -155000, -152000, -152000, -148000, -148000, -147000, -147000, -146000, -146000, -147000, -147000, -148000, -148000, -147000, -147000, -148000, -148000, -149000, -149000, -148000, -148000, -146000, -146000, -148000, -148000, -149000, -149000, 
-148000, -148000, -147000, -147000, -146000, -146000, -145000, -145000, -144000, -144000, -142000, -142000, -141000, -141000, -142000, -142000, -141000, -141000, -139000, -139000, -137000, -137000, -138000)))"
2171,6852725.1626,130382138,5812555.48564,161732263.24,241,43.424125338569496,30.124705960924214,0.5596314760725258,2.062385912918713,0.0052369416102952,0.009212155340681101,0.001354301,0.001354301,0,0,0.515946582,0.24110683399999996,125.5300197,0.042861307999999994,659,5812555.48564,130382138,161732263.24,4,0.7671711292200233,1.233435095882065,27.82463989196522,22.43112144427884,8820.266290804248,"list(list(c(3675000, 3676000, 3676000, 3675000, 3675000, 3672000, 3672000, 3673000, 3673000, 3674000, 3674000, 3675000, 3675000, -164000, -164000, -167000, -167000, -170000, -170000, -167000, -167000, -166000, -166000, -163000, -163000, -164000)))"
2171,6852725.1626,130382138,5812555.48564,161732263.24,241,43.424125338569496,30.124705960924214,0.5596314760725258,2.062385912918713,0.0052369416102952,0.009212155340681101,0.001354301,0.001354301,0,0,0.515946582,0.24110683399999996,125.5300197,0.042861307999999994,659,5812555.48564,130382138,161732263.24,4,0.7671711292200233,1.233435095882065,27.82463989196522,22.43112144427884,8820.266290804248,"list(list(c(3687000, 3685000, 3685000, 3684000, 3684000, 3683000, 3683000, 3680000, 3680000, 3679000, 3679000, 3680000, 3680000, 3681000, 3681000, 3682000, 3682000, 3687000, 3687000, -144000, -144000, -145000, -145000, -146000, -146000, -148000, -148000, -147000, -147000, -146000, -146000, -145000, -145000, -144000, -144000, -143000, -143000, -144000)))"
2171,6852725.1626,130382138,5812555.48564,161732263.24,241,43.424125338569496,30.124705960924214,0.5596314760725258,2.062385912918713,0.0052369416102952,0.009212155340681101,0.001354301,0.001354301,0,0,0.515946582,0.24110683399999996,125.5300197,0.042861307999999994,659,5812555.48564,130382138,161732263.24,4,0.7671711292200233,1.233435095882065,27.82463989196522,22.43112144427884,8820.266290804248,"list(list(c(3690000, 3691000, 3691000, 3693000, 3693000, 3692000, 3692000, 3689000, 3689000, 3688000, 3688000, 3687000, 3687000, 3688000, 3688000, 3690000, 3690000, -142000, -142000, -143000, -143000, -145000, -145000, -146000, -146000, -145000, -145000, -143000, -143000, -141000, -141000, -139000, -139000, -142000)))"
2172,228461.957,9551441,238899.3684,176783871.6,27,13.0167311743533,9.858314155021,0.77534289228912,0.968090798313722,0.0019404593753249,1.8666636399519997e-4,2.062595196,4.695498756,8.742999364,10.042039189999999,0.059019919,0.042464797,30.27036907,0.014035595,46,238899.3684,9551441,176783871.6,1,0.18110236220472442,0.7483833051730807,739.9930472147703,39.9810224027365,5193.464530434782,"list(list(c(11211000, 11212000, 11212000, 11217000, 11217000, 11216000, 11216000, 11215000, 11215000, 11214000, 11214000, 11212000, 11212000, 11210000, 11210000, 11208000, 11208000, 11207000, 11207000, 11206000, 11206000, 11209000, 11209000, 11211000, 11211000, 4203000, 4203000, 4202000, 4202000, 4201000, 4201000, 4200000, 4200000, 4199000, 4199000, 4197000, 4197000, 4198000, 4198000, 4199000, 4199000, 4200000, 4200000, 4201000, 4201000, 4204000, 4204000, 4205000, 4205000, 4203000)))"
2173,94394.38423,4215769,93067.30588,16133125.99,4,10.3504243608961,7.92532139713031,0.0292858074411684,0.0946991351924799,2.2256357133300004e-4,5.452024164686e-4,9.47303649,11.57209197,0,0,0.013179718,0.061151358,46.52745188,0.010040659,36,93067.30588,4215769,16133125.99,1,0.6428571428571429,0.9828885540813176,173.34901700928017,45.29806638472771,2585.202941111111,"list(list(c(8164000, 8165000, 8165000, 8163000, 8163000, 8162000, 8162000, 8161000, 8161000, 8160000, 8160000, 8162000, 8162000, 8163000, 8163000, 8162000, 8162000, 8163000, 8163000, 8164000, 8164000, 900000, 900000, 889000, 889000, 888000, 888000, 890000, 890000, 892000, 892000, 893000, 893000, 894000, 894000, 896000, 896000, 899000, 899000, 901000, 901000, 900000)))"
2174,95279.89812,2189434,93352.97231,17444069.95,19,14.732999999999999,4.733,0.05880869459913181,0.0741556726027077,2.39029154143e-4,7.15110936246524e-5,0.00294022,0.005457139,0,0,0.159728435,0.052707686,66.63357439,0.015089881,13,93352.97231,2189434,17444069.95,1,0.4482758620689655,0.8721820757574812,186.86143052920647,23.453286444158213,7180.99787,"list(list(c(-630000, -627000, -627000, -629000, -629000, -632000, -632000, -633000, -633000, -634000, -634000, -630000, -630000, 3753000, 3753000, 3752000, 3752000, 3751000, 3751000, 3752000, 3752000, 3753000, 3753000, 3754000, 3754000, 3753000)))"
2175,671458.5658,37027437,668298.4304,87093406.61,775,16.272,9.797,0.315591230833302,0.422727241826543,0.0014733200368309,2.529484097887e-4,4.302612069,6.501280679999999,0,0,0.165420482,0.035849092,12.65152039,0.021278585,137,668298.4304,37027437,87093406.61,1,0.13755020080321284,0.7443694876446627,130.32112997463057,55.40554236800734,4878.090732846715,"list(list(c(-10133000, -10134000, -10134000, -10133000, -10133000, -10132000, -10132000, -10133000, -10133000, -10134000, -10134000, -10136000, -10136000, -10137000, -10137000, -10139000, -10139000, -10145000, -10145000, -10147000, -10147000, -10148000, -10148000, -10151000, -10151000, -10149000, -10149000, -10145000, -10145000, -10144000, -10144000, -10145000, -10145000, -10144000, -10144000, -10143000, -10143000, -10141000, -10141000, -10140000, -10140000, -10139000, -10139000, -10136000, -10136000, 
-10135000, -10135000, -10134000, -10134000, -10133000, -10133000, 3037000, 3037000, 3032000, 3032000, 3031000, 3031000, 3029000, 3029000, 3028000, 3028000, 3026000, 3026000, 3025000, 3025000, 3024000, 3024000, 3023000, 3023000, 3024000, 3024000, 3025000, 3025000, 3026000, 3026000, 3028000, 3028000, 3027000, 3027000, 3028000, 3028000, 3030000, 3030000, 3031000, 3031000, 3032000, 3032000, 3033000, 3033000, 3034000, 3034000, 3035000, 3035000, 3036000, 3036000, 3037000, 3037000, 3038000, 3038000, 3039000, 
3039000, 3037000)))"
2176,107913.0742,1578902,96632.17158,19968580.11,62,11.942,6.961,0.0163552753718421,0.045522533668181,9.75649606010851e-5,4.186448713564e-4,7.252913788,16.44352837,0,0,0.0038489349999999995,0.061815109,0,0.007117114,11,96632.17158,1578902,19968580.11,1,0.3333333333333333,1.218392229531813,206.6452588563466,16.339299574705883,8784.742870909091,"list(list(c(9205000, 9203000, 9203000, 9202000, 9202000, 9205000, 9205000, 2962000, 2962000, 2963000, 2963000, 2966000, 2966000, 2962000)))"
2177,295133.7227,9519492,243818.8564,3100886.065,6,8.642,2.793,0.0419730766385466,0.0613929315595789,5.045946981318e-4,6.187005558319e-4,0,0,0,0,0.004612819,0.042911954,0,0.012671187,42,243818.8564,9519492,3100886.065,1,1.05,1.101340476339474,12.717991179126866,39.04329689900063,5805.210866666666,"list(list(c(3474000, 3477000, 3477000, 3478000, 3478000, 3477000, 3477000, 3476000, 3476000, 3473000, 3473000, 3472000, 3472000, 3473000, 3473000, 3474000, 3474000, -1636000, -1636000, -1641000, -1641000, -1642000, -1642000, -1643000, -1643000, -1645000, -1645000, -1642000, -1642000, -1636000, -1636000, -1635000, -1635000, -1636000)))"
2178,365488.10821,14467816,338526.44696000003,208544482.86,2,25.5472733961193,20.25620861828022,1.059871517033217,1.319092299181411,0.0026528534917872,2.913849333170589e-4,66.863437386,120.57067807,0.026258190999999997,0.066498428,0.130327112,0.11335357099999999,40.538494281,0.037324808,84,338526.44696000003,14467816,208544482.86,2,0.3373493975903614,1.0031124708494144,616.0360135308466,42.73762398749751,4030.0767495238097,"list(list(c(10337000, 10338000, 10338000, 10339000, 10339000, 10338000, 10338000, 10335000, 10335000, 10331000, 10331000, 10334000, 10334000, 10335000, 10335000, 10337000, 10337000, 469000, 469000, 468000, 468000, 467000, 467000, 466000, 466000, 465000, 465000, 468000, 468000, 469000, 469000, 470000, 470000, 469000)))"
2178,365488.10821,14467816,338526.44696000003,208544482.86,2,25.5472733961193,20.25620861828022,1.059871517033217,1.319092299181411,0.0026528534917872,2.913849333170589e-4,66.863437386,120.57067807,0.026258190999999997,0.066498428,0.130327112,0.11335357099999999,40.538494281,0.037324808,84,338526.44696000003,14467816,208544482.86,2,0.3373493975903614,1.0031124708494144,616.0360135308466,42.73762398749751,4030.0767495238097,"list(list(c(10342000, 10343000, 10343000, 10344000, 10344000, 10345000, 10345000, 10346000, 10346000, 10345000, 10345000, 10344000, 10344000, 10341000, 10341000, 10339000, 10339000, 10338000, 10338000, 10337000, 10337000, 10335000, 10335000, 10336000, 10336000, 10337000, 10337000, 10340000, 10340000, 10342000, 10342000, 476000, 476000, 475000, 475000, 473000, 473000, 472000, 472000, 471000, 471000, 470000, 470000, 469000, 469000, 468000, 468000, 469000, 469000, 471000, 471000, 472000, 472000, 474000, 
474000, 475000, 475000, 476000, 476000, 477000, 477000, 476000)))"
2179,53474.06157,954233,51508.2635,6576387.265,0,6.744,1.4640000000000002,0.0011982708549473,0.0252789456394894,3.77008628139832e-5,7.92565402830945e-5,0,0,0,0,0.013916885,0.052817289,0,0.004213305,6,51508.2635,954233,6576387.265,1,0.8571428571428571,0.8378980429475859,127.67635362042441,18.525823531208736,8584.710583333333,"list(list(c(767000, 765000, 765000, 767000, 767000, 1662000, 1662000, 1665000, 1665000, 1662000)))"
2180,203120.37078,12865802,184211.37592999998,21760307.026,14,26.21,19.122,0.9494007981212217,1.0675834390399876,6.163721009426e-4,0.0042070368869156,3.525153805,3.780075175,0,0,0.07118782199999998,0.054699158,0,0.024540483000000002,47,184211.37592999998,12865802,21760307.026,2,0.373015873015873,0.9160248728870533,118.12683617470444,69.84260301540218,3919.390977234042,"list(list(c(363000, 366000, 366000, 365000, 365000, 366000, 366000, 365000, 365000, 364000, 364000, 362000, 362000, 361000, 361000, 360000, 360000, 359000, 359000, 362000, 362000, 363000, 363000, 848000, 848000, 847000, 847000, 845000, 845000, 843000, 843000, 841000, 841000, 842000, 842000, 843000, 843000, 844000, 844000, 847000, 847000, 848000, 848000, 849000, 849000, 848000)))"
2180,203120.37078,12865802,184211.37592999998,21760307.026,14,26.21,19.122,0.9494007981212217,1.0675834390399876,6.163721009426e-4,0.0042070368869156,3.525153805,3.780075175,0,0,0.07118782199999998,0.054699158,0,0.024540483000000002,47,184211.37592999998,12865802,21760307.026,2,0.373015873015873,0.9160248728870533,118.12683617470444,69.84260301540218,3919.390977234042,"list(list(c(371000, 372000, 372000, 371000, 371000, 370000, 370000, 369000, 369000, 370000, 370000, 371000, 371000, 853000, 853000, 851000, 851000, 847000, 847000, 848000, 848000, 853000, 853000, 854000, 854000, 853000)))"
2181,186755.789,11341502,180054.3412,125735388.6,13,18,13.3701338125303,1.16780148107864,1.34667330949141,0.0019282191081822,2.07325569643e-4,0.7752804250000002,63.73707769,0,0,0.112620085,0.045584791,2.183367401,0.027830894999999998,53,180054.3412,11341502,125735388.6,1,0.09430604982206406,0.4339284813915764,698.3191172288158,62.98932824619949,3397.251720754717,"list(list(c(401000, 402000, 402000, 401000, 401000, 402000, 402000, 403000, 403000, 402000, 402000, 401000, 401000, 399000, 399000, 398000, 398000, 397000, 397000, 395000, 395000, 396000, 396000, 401000, 401000, 6102000, 6102000, 6100000, 6100000, 6097000, 6097000, 6096000, 6096000, 6095000, 6095000, 6094000, 6094000, 6093000, 6093000, 6094000, 6094000, 6095000, 6095000, 6096000, 6096000, 6099000, 6099000, 6103000, 6103000, 6102000)))"
2183,101528.0529,634604,95360.59141,22505979.71,138,7.226,4.437,0.029016952506230202,0.0950725228755164,1.7950931775790002e-4,2.682427648966e-4,9.610766713,61.14934428,0,0,0.032348745,0.14024494,0,0.0018704189999999997,11,95360.59141,634604,22505979.71,1,0.4782608695652174,0.9469298069702615,236.00922956985679,6.654782553429636,8669.144673636363,"list(list(c(6321000, 6323000, 6323000, 6322000, 6322000, 6321000, 6321000, 6320000, 6320000, 6319000, 6319000, 6320000, 6320000, 6321000, 6321000, 3255000, 3255000, 3254000, 3254000, 3253000, 3253000, 3252000, 3252000, 3251000, 3251000, 3255000, 3255000, 3256000, 3256000, 3255000)))"
2184,87055.48362,2013726,76258.06472,35816383.14,1,13.477,8.754,0.06118559328755539,0.11049498834305,2.741669742573e-4,1.378971166605e-4,0.068287187,0.088265031,0,0,0.011741723,0.052986355,89.60551595,0.011939236,11,76258.06472,2013726,35816383.14,1,0.21568627450980393,1.0783806166099348,469.673381713902,26.406728355799274,6932.551338181817,"list(list(c(-7687000, -7686000, -7686000, -7687000, -7687000, -7689000, -7689000, -7690000, -7690000, -7687000, -7687000, -745000, -745000, -746000, -746000, -748000, -748000, -746000, -746000, -744000, -744000, -745000)))"
2185,279649.8093,6471487,265855.5565,19067666.72,3,21.817654329421,15.741105504185331,0.325264529090522,0.668144571235646,0.0017677315025081,0.0013677566464557998,11.746752579999999,16.974465458999997,4.78339597,11.39847306,0.08761581700000001,0.185267293,50.767049160000006,0.013599235000000001,73,265855.5565,6471487,19067666.72,2,0.5887096774193549,1.0333237961122412,71.72190407086714,24.34211676896059,3641.8569383561644,"list(list(c(11829000, 11830000, 11830000, 11831000, 11831000, 11833000, 11833000, 11834000, 11834000, 11835000, 11835000, 11836000, 11836000, 11835000, 11835000, 11834000, 11834000, 11833000, 11833000, 11832000, 11832000, 11831000, 11831000, 11830000, 11830000, 11829000, 11829000, 11828000, 11828000, 11825000, 11825000, 11824000, 11824000, 11829000, 11829000, 1825000, 1825000, 1824000, 1824000, 1823000, 1823000, 1821000, 1821000, 1818000, 1818000, 1816000, 1816000, 1815000, 1815000, 1814000, 1814000, 
1815000, 1815000, 1816000, 1816000, 1820000, 1820000, 1821000, 1821000, 1822000, 1822000, 1823000, 1823000, 1824000, 1824000, 1826000, 1826000, 1827000, 1827000, 1825000)))"
2185,279649.8093,6471487,265855.5565,19067666.72,3,21.817654329421,15.741105504185331,0.325264529090522,0.668144571235646,0.0017677315025081,0.0013677566464557998,11.746752579999999,16.974465458999997,4.78339597,11.39847306,0.08761581700000001,0.185267293,50.767049160000006,0.013599235000000001,73,265855.5565,6471487,19067666.72,2,0.5887096774193549,1.0333237961122412,71.72190407086714,24.34211676896059,3641.8569383561644,"list(list(c(11838000, 11839000, 11839000, 11840000, 11840000, 11841000, 11841000, 11838000, 11838000, 11836000, 11836000, 11833000, 11833000, 11832000, 11832000, 11835000, 11835000, 11836000, 11836000, 11838000, 11838000, 1809000, 1809000, 1807000, 1807000, 1805000, 1805000, 1804000, 1804000, 1805000, 1805000, 1806000, 1806000, 1808000, 1808000, 1809000, 1809000, 1810000, 1810000, 1811000, 1811000, 1809000)))"
2186,65095.33336,3553112,64408.91038,57415502.83,7,15.567,12.787,0.330612297753638,0.436228927724953,8.595711895817e-4,0.0011324295976391,0.005091904,0.005091904,0,0,0.061791765,0.043792595999999996,17.24112384,0.023608313999999995,16,64408.91038,3553112,57415502.83,1,0.030947775628626693,0.4869134598896728,891.4217379437059,55.164913969780464,4025.55689875,"list(list(c(1337000, 1338000, 1338000, 1337000, 1337000, 1336000, 1336000, 1335000, 1335000, 1334000, 1334000, 1335000, 1335000, 1337000, 1337000, 6164000, 6164000, 6161000, 6161000, 6158000, 6158000, 6160000, 6160000, 6163000, 6163000, 6164000, 6164000, 6165000, 6165000, 6164000)))"
2187,216359.28589,1869882,211361.87032,25920191.45,1,0,0,0.398084981057649,0.503889996480923,0.001842581661944,9.601968653851e-4,0.7910924510000001,0.7910924510000001,0,0,0.043848226,0.133183797,0,0.008947893,14,211361.87032,1869882,25920191.45,2,0.6666666666666666,1.1670556914721588,122.63418851639163,8.846827467835212,15097.27645142857,"list(list(c(10704000, 10700000, 10700000, 10703000, 10703000, 10704000, 10704000, 4810000, 4810000, 4811000, 4811000, 4812000, 4812000, 4810000)))"
2187,216359.28589,1869882,211361.87032,25920191.45,1,0,0,0.398084981057649,0.503889996480923,0.001842581661944,9.601968653851e-4,0.7910924510000001,0.7910924510000001,0,0,0.043848226,0.133183797,0,0.008947893,14,211361.87032,1869882,25920191.45,2,0.6666666666666666,1.1670556914721588,122.63418851639163,8.846827467835212,15097.27645142857,"list(list(c(10706000, 10707000, 10707000, 10710000, 10710000, 10709000, 10709000, 10708000, 10708000, 10705000, 10705000, 10706000, 10706000, 4810000, 4810000, 4809000, 4809000, 4808000, 4808000, 4807000, 4807000, 4808000, 4808000, 4811000, 4811000, 4810000)))"
2190,51421.51183,4081014,51747.97961,61388759.54,0,16.152,11.322,2.6315683855057,2.69965126660719,0.0074939042091618,2.1142664377340003e-4,0,4.877758873,0,0,0.006531346,0.039205942,0,0.016881361,17,51747.97961,4081014,61388759.54,1,0.5666666666666667,0.6822058042428465,1186.3025378509071,78.86325284110933,3043.9988005882356,"list(list(c(4001000, 4002000, 4002000, 4003000, 4003000, 3999000, 3999000, 3997000, 3997000, 3999000, 3999000, 4001000, 4001000, 3602000, 3602000, 3601000, 3601000, 3599000, 3599000, 3600000, 3600000, 3602000, 3602000, 3603000, 3603000, 3602000)))"
2191,93166.51499,2175347,91485.81219,18914790.16,5,7.283,2.757,0.0019684791321192,0.0112125797959754,3.45901850598196e-5,1.732069180748e-4,0,0,0,0,5.64e-5,0.045280132,0,0.007254803,10,91485.81219,2175347,18914790.16,1,1.4285714285714286,0.46739403383350664,206.75107655728405,23.777971118430752,9148.581219,"list(list(c(2702000, 2703000, 2703000, 2702000, 2702000, 2699000, 2699000, 2700000, 2700000, 2701000, 2701000, 2702000, 2702000, 1500000, 1500000, 1498000, 1498000, 1497000, 1497000, 1498000, 1498000, 1500000, 1500000, 1501000, 1501000, 1500000)))"
