Id,Main_city_center,oefua_id
2956,0,RU02262
3076,0,RU02262
3190,0,RU02262
3246,0,RU02262
3356,0,RU02262
3617,1,RU02907
6867,1,RU05816
6881,0,RU05816
4987,1,RU04034
5049,0,RU04034
7358,1,RU06191
7378,0,RU06191
7388,0,RU06191
6718,1,RU05686
7161,0,RU06046
7174,1,RU06046
7200,0,RU06046
5901,1,RU04829
4306,1,RU03515
4344,0,RU03515
6433,1,RU05429
6031,1,RU05035
6067,0,RU05035
5462,1,RU04407
5560,0,RU04407
5080,1,RU04139
7248,1,RU06106
7336,1,RU06167
7057,1,RU05972
4644,1,RU03736
5881,1,RU04854
5939,0,RU04854
7347,0,RU06179
7368,1,RU06179
3668,1,RU02850
6418,1,RU05413
4382,1,RU03560
7018,1,RU05936
5958,1,RU04937
5977,0,RU04937
6013,0,RU04937
6049,0,RU04937
6923,0,RU05864
6937,1,RU05864
4152,1,RU03326
3524,0,SAU03691
3576,1,SAU03691
3679,0,SAU03691
3727,0,SAU03691
573,1,RS00758
715,0,RS00758
89,1,SK001C
82,1,SI001C
75,1,SE002C
558,1,SE003C
699,0,SE003C
1598,0,SE001C
1693,1,SE001C
1785,0,SE001C
1873,0,SE001C
1689,1,CH001C
953,1,CH004C
247,1,CH005C
69,1,CH002C
1073,1,CH003C
1236,1,TJK01022
2117,1,TUN02340
1296,0,TUN01545
1399,1,TUN01545
1783,1,TUN02049
1871,0,TUN02049
2637,1,TR01637
1094,1,TR00633
1206,0,TR00633
6597,1,TR05494
4888,0,TR03650
4921,1,TR03650
4984,0,TR03650
5015,0,TR03650
3666,1,TR02734
6447,0,TR05414
6477,1,TR05414
5077,1,TR03779
6207,1,TR05155
6066,1,TR04988
6156,0,TR05137
6173,1,TR05137
4529,1,TR03471
5628,1,TR04475
5559,1,TR04376
3898,0,TR03022
4027,1,TR03022
3072,0,TR02199
3130,1,TR02199
5511,1,TR04309
5582,0,TR04309
1005,0,TKM01138
1121,1,TKM01138
2125,1,UR02203
2282,0,UR02203
2573,1,UR02737
2638,0,UR02737
3618,1,UR03608
3013,1,UR03128
720,1,UR00773
3811,1,UR03818
3766,1,UR03780
2907,1,UZB02481
3028,0,UZB02481
3202,0,UZB02481
3258,0,UZB02481
3313,0,UZB02481
7921,0,IND07466
7949,0,IND07466
7963,1,IND07466
8026,0,IND07466
8047,0,IND07466
8096,0,IND07466
8126,0,IND07466
8340,0,IND07466
8400,0,IND07466
11494,0,IND10496
11500,1,IND10496
9936,0,IND09500
9968,1,IND09500
5657,1,IND05617
1991,1,IND02091
2458,0,IND02091
4316,1,IND04396
3371,1,IND03357
4542,1,IND04685
7687,1,IND07320
7844,0,IND07320
8666,1,IND07933
10540,0,IND10017
10586,1,IND10017
8626,1,IND07895
6229,1,IND06065
9244,1,IND08722
8305,1,IND07643
9346,1,IND08848
9658,1,IND09195
8860,1,IND08224
7151,1,IND06781
8806,1,IND08144
5315,1,IND05324
8660,1,IND07957
907,1,JPN04C
1557,0,JPN04C
351,1,JPN05C
1027,1,JPN09C
2847,1,KAZ02583
764,1,KYR01091
4865,1,AFG02352
5116,0,AFG02352
7915,1,CHN07004
11605,0,CHN10328
11621,1,CHN10328
11640,0,CHN10328
11645,0,CHN10328
11655,0,CHN10328
11657,0,CHN10328
11667,0,CHN10328
7440,1,CHN06640
9139,0,CHN08057
9191,1,CHN08057
8853,1,CHN07798
9281,1,CHN08185
7943,1,CHN07052
8027,0,CHN07052
8326,1,CHN07359
10001,0,CHN08981
10043,0,CHN08981
10079,0,CHN08981
10085,0,CHN08981
10125,1,CHN08981
10171,0,CHN08981
9761,1,CHN08620
9817,0,CHN08620
10585,1,CHN09423
10625,0,CHN09423
10123,0,CHN08989
10131,1,CHN08989
10149,0,CHN08989
10213,0,CHN08989
10221,0,CHN08989
9781,1,CHN08644
10629,1,CHN09459
10099,1,CHN08963
4356,1,CHN03828
4692,0,CHN03828
11113,1,CHN09917
11121,0,CHN09917
10941,1,CHN09743
9921,1,CHN08777
8945,1,CHN07884
8957,0,CHN07884
11037,1,CHN09831
11081,0,CHN09831
9603,1,CHN08476
8427,1,CHN07441
10663,1,CHN09487
10543,1,CHN09393
10579,0,CHN09393
9723,0,CHN08664
9773,0,CHN08664
9797,0,CHN08664
9801,1,CHN08664
9859,0,CHN08664
10481,1,CHN09333
9633,1,CHN08506
10113,1,CHN08973
9107,1,CHN08043
9137,0,CHN08043
9165,0,CHN08043
7999,1,CHN07088
10037,0,CHN08909
10041,1,CHN08909
10335,1,CHN09192
10983,0,CHN09793
11003,1,CHN09793
6664,1,CHN05963
9765,0,CHN08630
9779,1,CHN08630
6943,1,CHN06206
2659,1,CHN02293
9793,1,CHN08658
5236,1,CHN04760
5369,0,CHN04760
11211,1,CHN09981
8719,0,CHN07704
8737,0,CHN07704
8745,1,CHN07704
8783,0,CHN07704
8795,0,CHN07704
8879,0,CHN07704
8921,0,CHN07704
8983,0,CHN07704
8503,0,CHN07578
8515,0,CHN07578
8518,0,CHN07578
8557,1,CHN07578
8631,0,CHN07578
8643,0,CHN07578
8647,0,CHN07578
8651,0,CHN07578
10721,1,CHN09531
10727,0,CHN09531
10735,0,CHN09531
8685,1,CHN07656
9351,1,CHN08249
9481,1,CHN08358
11345,1,CHN10097
11355,0,CHN10097
11375,0,CHN10097
11405,0,CHN10097
11429,0,CHN10097
11443,0,CHN10097
11445,0,CHN10097
11463,0,CHN10097
11473,0,CHN10097
11483,0,CHN10097
11523,0,CHN10097
5847,1,CHN05335
8975,1,CHN07912
9495,1,CHN08366
9685,1,CHN08552
9831,1,CHN08699
10323,1,CHN09186
7866,0,CHN06950
7873,0,CHN06950
7901,1,CHN06950
9023,1,CHN07960
9405,1,CHN08302
11015,1,CHN09805
11025,0,CHN09805
9229,1,CHN08159
9315,0,CHN08159
9331,0,CHN08159
11335,0,CHN10118
11361,0,CHN10118
11365,1,CHN10118
11387,0,CHN10118
9409,1,CHN08298
9025,1,CHN07962
9035,0,CHN07962
9715,1,CHN08578
8993,0,CHN07952
9019,1,CHN07952
9061,0,CHN07952
9071,0,CHN07952
9703,1,CHN08566
10339,0,CHN09261
10363,0,CHN09261
10391,0,CHN09261
10403,1,CHN09261
8584,1,CHN07590
11225,1,CHN09987
11191,0,CHN09963
11199,1,CHN09963
11201,0,CHN09963
11231,0,CHN09963
11241,0,CHN09963
11257,0,CHN09963
11263,0,CHN09963
11277,0,CHN09963
11289,0,CHN09963
11291,0,CHN09963
11305,0,CHN09963
11319,0,CHN09963
9051,0,CHN08039
9113,1,CHN08039
10237,1,CHN09108
6214,1,CHN05738
8789,1,CHN07744
8823,0,CHN07744
8889,0,CHN07744
10927,1,CHN09731
10971,0,CHN09731
9863,0,CHN08753
9871,0,CHN08753
9881,1,CHN08753
9201,0,CHN08157
9213,0,CHN08157
9239,0,CHN08157
9241,1,CHN08157
9289,0,CHN08157
11311,1,CHN10078
11323,0,CHN10078
11357,0,CHN10078
11367,0,CHN10078
11383,0,CHN10078
11419,0,CHN10078
11431,0,CHN10078
10915,1,CHN09703
10935,0,CHN09703
10939,0,CHN09703
10321,1,CHN09184
10973,1,CHN09769
10987,0,CHN09769
10991,0,CHN09769
10353,1,CHN09208
10473,0,CHN09208
10491,0,CHN09208
10505,0,CHN09208
10715,1,CHN09525
10753,0,CHN09525
10773,0,CHN09525
4655,1,CHN04150
10887,1,CHN09701
10977,0,CHN09701
8797,1,CHN07748
10229,1,CHN09100
9909,1,CHN08781
8877,0,CHN07832
8905,1,CHN07832
8969,0,CHN07832
9637,1,CHN08510
9669,0,CHN08510
11648,0,CHN10392
11662,0,CHN10392
11665,1,CHN10392
11670,0,CHN10392
11673,0,CHN10392
11676,0,CHN10392
11681,0,CHN10392
8331,1,CHN07364
6604,1,CHN05939
10361,0,CHN09309
10431,0,CHN09309
10449,1,CHN09309
10029,1,CHN08895
8536,1,CHN07540
9693,1,CHN08556
9757,1,CHN08626
9809,0,CHN08626
7852,1,CHN06944
9387,1,CHN08274
6298,0,CHN05723
6330,0,CHN05723
6378,1,CHN05723
6394,0,CHN05723
6514,0,CHN05723
6619,0,CHN05723
6634,0,CHN05723
6829,0,CHN05723
9429,1,CHN08356
11595,0,CHN10339
11630,1,CHN10339
11639,0,CHN10339
11649,0,CHN10339
11654,0,CHN10339
9431,1,CHN08330
9491,0,CHN08330
10101,1,CHN08967
10831,1,CHN09629
10905,0,CHN09629
11549,0,CHN10282
11563,1,CHN10282
11569,0,CHN10282
11583,0,CHN10282
11615,0,CHN10282
9141,1,CHN08075
10129,0,CHN09008
10143,1,CHN09008
10813,1,CHN09617
11259,1,CHN10024
11287,0,CHN10024
10457,1,CHN09325
10437,1,CHN09299
9579,1,CHN08456
8006,1,CHN07094
8103,0,CHN07094
8193,0,CHN07094
8271,0,CHN07094
9211,0,CHN08189
9217,0,CHN08189
9243,0,CHN08189
9277,1,CHN08189
9377,0,CHN08189
9731,1,CHN08604
9489,1,CHN08372
9511,0,CHN08372
10645,1,CHN09469
11379,1,CHN10136
9069,0,CHN08055
9127,1,CHN08055
9169,0,CHN08055
9263,0,CHN08055
9879,1,CHN08747
9929,0,CHN08747
9949,0,CHN08747
10397,1,CHN09263
10073,1,CHN08935
10105,0,CHN08935
10199,1,CHN09062
9455,1,CHN08334
9445,1,CHN08332
337,1,MON00117
1822,1,NPL01525
1127,1,PAK01112
7428,1,PAK06153
7544,0,PAK06153
7654,0,PAK06153
7766,0,PAK06153
6912,1,PAK05717
4201,0,PAK03270
4277,1,PAK03270
4353,0,PAK03270
4467,0,PAK03270
4652,0,PAK03270
4762,0,PAK03270
4931,0,PAK03270
5025,0,PAK03270
5233,0,PAK03270
5261,0,PAK03270
5467,0,PAK03270
5564,0,PAK03270
6766,1,PAK05621
6940,0,PAK05621
7724,0,PAK06422
7738,1,PAK06422
7857,0,PAK06422
7694,0,PAK06458
7710,0,PAK06458
7759,0,PAK06458
7794,1,PAK06458
7920,0,PAK06458
7934,0,PAK06458
7941,0,PAK06458
7418,1,RU06280
7499,1,RU06340
7508,0,RU06340
7649,1,RU06495
7665,0,RU06522
7673,1,RU06522
7681,0,RU06522
7463,0,RU06311
7472,1,RU06311
7481,0,RU06311
7582,0,RU06423
7591,1,RU06423
3740,0,KOR07C
3831,1,KOR07C
181,0,KOR01C
348,1,KOR01C
500,0,KOR01C
642,0,KOR01C
905,0,KOR01C
1025,0,KOR01C
1141,0,KOR01C
1355,0,KOR01C
3433,0,KOR02C
3589,0,KOR02C
3641,0,KOR02C
3876,0,KOR02C
3920,1,KOR02C
2920,1,KOR03C
2667,1,KOR04C
2241,1,KOR05C
3324,1,KOR06C
3485,0,KOR06C
3786,0,KOR06C
5851,0,JPN01C
5891,0,JPN01C
5929,1,JPN01C
5948,0,JPN01C
6199,0,JPN01C
6216,0,JPN01C
6233,0,JPN01C
6267,0,JPN01C
2732,1,JPN11C
5831,1,JPN14C
4907,1,JPN15C
5871,1,JPN16C
3381,1,JPN19C
3435,0,JPN19C
3642,1,JPN25C
4399,1,JPN02C
4734,0,JPN02C
4770,0,JPN02C
4874,0,JPN02C
5125,0,JPN02C
5213,1,JPN03C
5269,0,JPN03C
5374,0,JPN03C
5663,0,JPN03C
5500,1,JPN06C
5595,0,JPN06C
3921,1,JPN07C
2921,1,JPN08C
